Gene Symbol	RefSeq ID	Transcript Length	LVST #1	LVST #2	LVST #3	LVST #4	LVS #5	LVST #6	cMVST #1	cMVST #2	cMVST #3	Caudal Control #1 	Caudal Control #2	Caudal Control #3	Caudal Control #4	Medial Control #1	Medial Control #2	Medial Control #3	Medial Control #4
Kdelr3	NM_134090	1413	15	8	34	33	180	82	85	225	120	4	44	86	93	229	152	330	185
Kdf1	NM_001083916	1796	0	0	0	0	0	0	0	0	0	12	0	2	0	1	2	4	3
Kdf1	NM_133707	1737	0	0	0	0	0	0	0	0	0	12	0	2	0	1	2	4	3
Kdm1a	NM_133872	3013	2521	2572	1182	1431	1744	2953	985	1370	1427	2431	2436	1459	1177	3154	3616	5979	3455
Kdm1b	NM_172262	4281	636	1019	220	293	708	558	304	94	82	305	576	216	169	683	685	1202	676
Kdm2a	NM_001001984	7265	2204	3403	644	548	4418	1715	820	597	1100	2764	2321	751	1008	2182	2584	3944	2310
Kdm2b	NM_001003953	5162	796	1024	226	250	599	479	368	188	271	570	649	165	207	580	689	1063	632
Kdm2b	NM_001005866	5004	796	1024	226	250	599	479	368	188	271	568	649	165	207	580	688	1061	631
Kdm2b	NM_013910	3519	542	951	229	248	599	479	308	188	271	562	649	164	208	549	627	940	569
Kdm3a	NM_001038695	4816	1327	596	333	357	1181	897	334	693	501	969	1952	628	675	2206	2441	3849	2432
Kdm3a	NM_173001	4855	1321	596	333	357	1181	897	334	693	501	966	1952	627	675	2206	2440	3849	2430
Kdm3b	NM_001081256	7112	2468	3152	895	811	2292	3506	911	635	909	2805	2836	856	1246	2257	3242	4778	2974
Kdm4a	NM_001161823	4614	1085	1310	808	660	1767	1223	312	959	615	1238	969	540	504	712	1264	2003	1120
Kdm4a	NM_172382	3375	428	681	460	333	364	317	105	265	221	739	590	278	321	298	665	1020	577
Kdm4b	NM_172132	4610	487	662	337	214	190	689	199	230	206	779	532	151	112	167	337	493	272
Kdm4c	NM_001172095	4193	331	383	316	146	618	519	109	859	294	637	309	437	319	918	971	1562	989
Kdm4c	NM_144787	4257	336	384	320	149	621	547	109	859	294	645	310	447	319	920	973	1564	992
Kdm4d	NM_173433	2662	0	1	0	0	0	10	0	0	0	0	0	7	0	0	4	6	5
Kdm5a	NM_145997	10969	2062	1937	507	491	1970	706	608	458	695	2199	2903	782	865	3340	3701	5956	3669
Kdm5b	NM_152895	6300	3791	3912	1382	1203	1944	3034	1212	595	1514	5794	4595	1905	1682	3683	4322	7047	4115
Kdm5c	NM_013668	6267	1740	2225	576	542	1035	911	702	269	753	1397	1084	1515	488	709	1233	2078	1060
Kdm5d	NM_011419	5471	564	370	2	273	0	232	0	0	0	824	586	0	424	1021	1013	506	1137
Kdm6a	NM_009483	5265	1029	659	248	215	674	800	824	77	441	901	1111	444	524	1424	1627	3053	1391
Kdm6b	NM_001017426	6644	2222	1726	735	321	1230	1023	400	480	596	5164	4855	1065	1134	1142	1750	2654	1551
Kdm7a	NM_001033430	9553	467	431	508	264	460	512	370	60	790	618	1126	678	508	2330	2160	3687	2049
Kdm8	NM_029842	2379	38	1	7	36	290	1	21	0	1	10	94	7	16	31	37	71	44
Kdr	NM_010612	5447	0	0	0	0	0	0	0	0	7	0	0	54	306	313	481	679	409
Kdsr	NM_027534	5582	247	366	241	183	423	219	185	115	314	629	484	165	146	278	410	706	445
Keap1	NM_001110305	3434	499	422	151	217	818	409	77	204	208	455	150	115	59	186	297	446	270
Keap1	NM_001110306	3319	499	422	151	217	818	409	77	204	208	455	150	115	59	186	297	446	270
Keap1	NM_001110307	3151	498	422	150	217	818	409	77	204	208	455	150	115	59	186	297	446	270
Keap1	NM_016679	4470	501	422	151	223	818	409	77	204	208	468	150	115	59	190	308	453	275
Keg1	NM_029550	1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kel	NM_032540	2516	0	0	0	0	0	0	0	0	0	0	0	6	0	19	9	11	4
Kera	NM_008438	1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1a	NM_183322	1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Khdc1b	NM_001113187	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	3
Khdc1c	NM_001033904	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdc3	NM_025890	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Khdrbs1	NM_011317	2684	3938	3848	1283	1252	3303	2011	749	1465	884	4065	4274	1270	1247	2246	3055	4642	2879
Khdrbs2	NM_133235	1359	255	348	37	43	66	66	105	65	117	284	167	140	150	245	349	486	352
Khdrbs3	NM_010158	1893	824	1330	337	433	600	450	1321	1608	1088	1125	901	278	397	695	781	1305	768
Khk	NM_008439	1117	22	95	27	43	320	14	73	62	44	7	0	8	22	28	38	41	33
Khnyn	NM_027143	3876	61	124	48	27	209	0	4	0	1	145	122	35	22	103	156	240	136
Khsrp	NM_010613	3999	2368	2189	637	639	858	641	725	220	457	2915	1169	531	609	599	811	1155	765
Kidins220	NM_001081378	7402	24872	27032	6358	7227	18166	18440	9915	9868	8973	18024	11678	4231	5081	13339	15247	24207	14674
Kif11	NM_010615	4819	84	18	1	4	0	56	9	0	0	97	1101	93	15	415	403	697	335
Kif12	NM_010616	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Kif13a	NM_010617	6865	1044	1221	275	281	641	894	378	203	595	1015	848	301	343	825	1129	1657	923
Kif13b	NM_001081177	5603	228	496	13	67	80	155	144	38	21	220	189	95	100	188	347	511	324
Kif14	NM_001081258	8770	29	9	36	0	0	0	0	51	0	5	63	32	10	85	126	238	111
Kif15	NM_010620	4823	4	17	0	4	340	0	0	0	2	150	533	145	9	382	450	670	342
Kif16b	NM_001081133	5445	249	246	102	43	106	837	147	2	135	97	236	53	56	180	269	429	223
Kif17	NM_001190978	3080	73	31	8	1	7	9	30	0	1	22	180	20	36	11	19	40	29
Kif17	NM_010623	3915	73	31	8	1	7	9	30	0	1	22	202	20	42	11	21	42	30
Kif18a	NM_139303	3368	3	0	3	0	0	0	2	0	0	32	309	23	39	140	164	236	122
Kif18b	NM_197959	3336	0	0	0	0	0	0	0	0	0	121	284	6	1	42	65	85	41
Kif19a	NM_001102615	3433	26	0	1	0	0	27	0	0	0	0	0	11	0	18	30	48	20
Kif1a	NM_001110315	8233	37607	48453	7690	7846	20395	27411	12563	12886	11512	23510	15799	4143	6724	10104	14046	20002	12008
Kif1a	NM_008440	8257	37610	48455	7690	7846	20395	27411	12563	12886	11512	23512	15804	4145	6724	10105	14048	20002	12009
Kif1b	NM_008441	7066	5532	5900	829	1078	2379	3014	502	626	1012	2919	2550	1258	715	2647	3521	5396	3303
Kif1b	NM_207682	10099	38913	45515	9384	10424	23531	22923	10914	12508	9438	21113	18866	6624	7146	18895	24361	36780	22860
Kif1bp	NM_028197	2472	1432	900	415	370	1532	2152	402	500	1058	909	490	344	253	918	1247	2099	1240
Kif1c	NM_153103	6764	165	150	38	37	290	403	156	42	115	302	272	69	107	238	294	511	296
Kif20a	NM_001166406	3579	336	328	132	160	696	548	244	480	313	200	435	201	189	515	467	774	503
Kif20a	NM_001166407	3577	329	329	135	169	696	548	244	480	320	201	435	206	189	516	470	783	505
Kif20a	NM_009004	3473	331	328	132	160	696	548	244	480	313	200	435	201	189	514	468	773	502
Kif20b	NM_183046	5563	64	74	5	12	150	133	274	91	86	84	148	50	42	419	393	637	373
Kif21a	NM_001109040	6439	5342	4630	1644	1398	4843	5817	3210	1553	3142	2254	4391	1688	1423	7091	7108	11751	6790
Kif21a	NM_001109041	6307	5334	4612	1641	1391	4725	5816	3188	1553	3107	2238	4368	1664	1400	6996	7056	11629	6706
Kif21a	NM_001109042	6124	5324	4593	1635	1389	4542	5813	3187	1553	3096	2206	4366	1646	1378	6928	7004	11520	6647
Kif21a	NM_016705	6142	5333	4599	1640	1390	4550	5816	3188	1553	3101	2225	4354	1656	1381	6961	7027	11572	6676
Kif21b	NM_001039472	9119	21027	21892	4982	5161	13666	8554	5855	4162	4764	15852	13127	3661	4713	4236	6726	10270	6065
Kif22	NM_145588	2064	22	8	56	10	76	239	3	19	66	72	80	49	8	96	121	198	103
Kif23	NM_024245	3423	8	3	3	5	1	1	0	0	79	36	304	42	10	205	245	428	206
Kif24	NM_024241	5598	78	51	38	17	126	28	99	5	27	70	424	54	12	126	226	322	194
Kif26a	NM_001097621	6918	1627	1419	357	420	404	503	705	131	119	120	0	24	77	123	263	395	219
Kif26b	NM_001161665	7405	5646	3774	757	979	1854	2464	1071	798	893	1401	1143	374	636	561	954	1448	878
Kif27	NM_175214	4462	110	5	78	4	7	2	61	1	21	42	20	39	11	236	304	413	268
Kif2a	NM_001145779	3709	5425	7249	2188	2284	7379	5017	3224	2535	3431	3432	3257	1467	1343	6969	6031	9354	5650
Kif2a	NM_008442	4206	5519	7393	2206	2327	7412	5066	3277	2548	3439	3516	3280	1490	1353	7024	6093	9467	5726
Kif2b	NM_028547	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2c	NM_134471	2816	7	114	0	0	0	0	0	0	0	0	272	4	0	40	59	92	45
Kif3a	NM_008443	5438	8709	10536	2516	3413	8950	6094	3562	2942	2741	4875	3899	1461	1775	4782	5898	9100	5628
Kif3b	NM_008444	5629	2389	3206	708	853	2083	1165	1211	379	595	1519	701	330	559	986	1478	2329	1412
Kif3c	NM_008445	6849	7039	7477	1510	1455	3630	4066	1277	582	1735	3806	3117	1002	1490	1505	2369	3533	2306
Kif4	NM_008446	4712	1	0	0	2	1	0	0	0	0	74	538	56	95	352	391	663	328
Kif4-ps	NR_033653	3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Kif5a	NM_001039000	6310	11051	14595	3822	3878	10989	9062	3766	6007	5224	4752	4010	2055	2032	3988	5702	8170	4791
Kif5a	NM_008447	4277	4710	6215	1318	1346	5113	3678	1481	1028	1559	2004	2071	648	777	1271	2235	3216	1974
Kif5b	NM_008448	6030	1900	2364	825	843	2536	2429	1084	740	1337	2138	2837	1123	1052	5066	5270	8314	4784
Kif5c	NM_008449	6840	20794	21621	7969	9463	27688	20350	14714	17186	9708	12177	9613	4822	5866	30565	27927	44999	26729
Kif6	NM_177052	3528	28	44	16	20	52	0	0	0	0	12	15	5	1	28	62	80	52
Kif7	NM_010626	4521	1	8	3	0	0	0	9	0	4	159	224	40	19	50	67	102	39
Kif9	NM_001163569	3162	213	63	30	8	195	21	53	0	0	71	122	19	32	71	116	149	81
Kif9	NM_010628	2744	180	51	30	6	172	23	46	0	0	70	122	16	20	56	101	136	80
Kifap3	NM_010629	3907	7115	9007	2387	3377	8995	9651	3484	5988	2918	4189	2776	1692	1826	5835	5165	7644	4534
Kifc1	NM_001195298	2320	39	2	16	2	1	0	0	0	0	12	25	2	3	15	8	18	22
Kifc2	NM_010630	3143	1240	1007	251	356	755	2311	467	1049	881	802	465	270	326	154	256	375	223
Kifc3	NM_001145831	3413	215	162	43	136	150	192	45	2	20	266	255	52	25	82	201	248	177
Kifc3	NM_001145832	2927	215	162	43	134	132	192	45	2	20	254	255	50	25	80	198	247	176
Kifc3	NM_010631	3270	215	162	43	137	133	192	45	2	20	266	255	53	25	81	199	248	176
Kifc5b	NM_053173	2627	7	30	1	5	0	0	0	0	0	3	5	7	2	4	12	15	6
Kin	NM_025280	1379	82	135	96	62	531	42	75	345	115	90	56	71	22	638	538	900	519
Kir3dl1	NM_177749	1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kir3dl2	NM_177748	1734	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Kirrel	NM_001170985	7287	327	284	428	83	312	33	161	12	162	994	976	192	301	229	367	656	355
Kirrel	NM_130867	7284	327	284	428	83	312	33	161	12	162	994	976	192	301	229	367	656	355
Kirrel2	NM_172898	3122	0	0	0	0	0	0	0	0	0	125	15	33	89	5	5	12	6
Kirrel3	NM_001190911	3737	1094	956	161	107	183	425	285	482	375	1142	326	189	124	159	471	570	408
Kirrel3	NM_001190912	3734	1080	942	163	105	183	425	285	482	375	1131	326	186	124	158	470	568	404
Kirrel3	NM_001190913	3138	517	463	90	33	1	106	143	20	469	615	117	113	36	96	229	296	212
Kirrel3	NM_001190914	3802	1094	956	147	107	183	425	285	483	375	1142	326	189	124	159	473	573	408
Kirrel3	NM_026324	3701	1094	956	147	107	183	425	285	482	375	1142	326	189	124	159	471	570	408
Kis2	NR_003188	2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiss1	NM_178260	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Kiss1r	NM_053244	3160	0	126	27	1	0	0	0	0	0	15	34	3	9	3	6	11	12
Kit	NM_001122733	5181	968	2558	86	248	296	171	582	769	408	2627	2003	818	621	899	1489	2228	1393
Kit	NM_021099	5165	968	2557	86	248	296	171	582	769	408	2627	2003	818	621	899	1489	2227	1393
Kitl	NM_013598	5449	5313	6539	2797	3451	8933	4571	1	33	57	148	1042	118	446	701	709	1169	822
Kiz	NM_001033298	2150	394	120	128	74	330	87	47	26	27	350	135	98	56	393	412	605	406
Kl	NM_013823	5112	0	0	0	9	0	0	0	0	0	0	0	30	1	17	9	19	9
Klb	NM_031180	3439	0	48	0	0	0	0	0	0	0	1	4	1	0	3	2	3	5
Klc1	NM_001025360	2504	5133	6161	1054	1141	1517	1526	364	132	633	2688	2744	703	576	667	1516	2276	1338
Klc1	NM_001081959	2480	5133	6161	1054	1141	1517	1526	364	132	633	2688	2735	703	576	667	1516	2276	1337
Klc1	NM_008450	2381	11382	12750	4280	3752	8420	9044	2583	2994	4352	5544	4682	1878	1964	2842	4034	6282	3828
Klc2	NM_008451	3017	2647	2601	374	255	384	549	173	148	115	940	841	148	129	82	177	310	150
Klc3	NM_146182	1784	62	151	28	8	20	14	9	0	13	250	235	34	20	1	14	16	11
Klc4	NM_029091	2322	206	74	74	160	300	123	71	16	56	120	202	15	67	63	121	183	103
Klf1	NM_010635	1534	23	29	0	0	0	0	0	0	0	139	2	1	0	2	7	4	6
Klf10	NM_013692	3045	250	447	135	272	402	76	280	1276	190	357	239	123	284	571	460	846	516
Klf11	NM_178357	3980	832	798	343	481	815	559	317	98	308	836	625	381	573	655	929	1502	973
Klf12	NM_010636	5731	3193	2701	595	661	2850	980	637	883	1196	3470	2782	1357	1529	2443	2770	4503	2604
Klf13	NM_021366	6395	1360	1347	263	513	331	291	311	67	533	766	1301	219	408	658	711	1041	662
Klf14	NM_001135093	2970	0	136	0	19	0	0	1	1	0	0	0	0	0	7	12	10	2
Klf15	NM_023184	2294	10	0	0	1	0	15	4	0	0	76	1	9	4	26	61	66	40
Klf16	NM_078477	2652	30	276	79	29	36	0	20	105	4	174	386	46	48	25	39	39	28
Klf17	NM_029416	3595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Klf2	NM_008452	1816	0	0	0	26	18	0	0	0	0	0	10	14	302	46	46	68	30
Klf3	NM_008453	2314	362	425	17	116	1	0	126	196	43	257	189	39	79	296	401	491	293
Klf4	NM_010637	3044	176	160	88	250	290	1090	370	46	97	91	37	47	159	105	144	209	135
Klf5	NM_009769	1725	15	5	6	9	58	0	21	2	14	486	54	13	7	26	22	25	11
Klf6	NM_011803	4217	1448	1928	712	1830	1471	2231	1384	2029	1033	889	999	492	1164	2475	2341	3136	1901
Klf7	NM_033563	1334	5414	7352	1071	876	9417	2543	765	1446	679	2717	3908	423	724	1727	1728	2443	1459
Klf8	NM_173780	4457	597	907	189	175	405	611	180	228	186	174	307	180	137	482	497	729	367
Klf9	NM_010638	3263	12	2	14	29	14	38	0	275	3	5	11	29	19	52	50	67	39
Klhdc1	NM_178253	1949	10	60	4	74	238	15	8	0	49	14	57	21	0	47	76	101	69
Klhdc10	NM_029742	5883	4380	4634	1312	1746	1899	2740	1288	2039	1010	2641	3523	1074	816	2205	3585	5387	3479
Klhdc2	NM_027117	1946	4963	4616	2183	2623	4477	4321	2507	2119	3317	3496	2961	1731	1586	5710	5244	8444	5404
Klhdc3	NM_001163729	1970	1174	1115	207	218	361	430	107	288	514	1508	486	217	199	155	286	460	274
Klhdc3	NM_027910	2123	1177	1138	209	218	361	430	107	288	515	1569	491	221	208	155	289	463	276
Klhdc4	NM_145605	2083	574	293	88	146	415	245	51	350	46	363	247	112	96	124	178	360	210
Klhdc7a	NM_173427	5854	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc7b	NM_001160178	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a	NM_144810	4269	185	178	43	116	175	213	71	103	73	289	236	99	158	126	165	251	172
Klhdc8b	NM_030075	2953	147	158	181	77	113	101	71	158	36	74	184	93	59	101	180	307	189
Klhdc9	NM_001033039	1555	248	290	123	106	52	249	62	240	185	141	35	47	14	61	116	159	99
Klhl1	NM_053105	4048	2221	2353	293	410	1197	1812	480	211	50	433	1281	217	287	476	492	624	397
Klhl10	NM_025727	2012	16	25	0	2	0	3	3	1	36	69	10	30	0	19	31	34	18
Klhl11	NM_172565	2436	984	1376	181	274	391	131	104	5	159	775	586	204	120	243	446	826	516
Klhl12	NM_153128	3196	316	308	53	232	264	173	226	6	246	205	699	81	73	399	388	653	386
Klhl13	NM_026167	3222	3392	2072	728	844	914	950	1054	2024	588	1821	1940	553	647	1334	1763	2368	1513
Klhl14	NM_001081403	4018	0	0	0	1	0	0	0	0	0	631	0	174	99	185	275	385	253
Klhl15	NM_001039059	3137	29	26	9	49	12	77	11	0	15	122	58	36	15	64	86	163	65
Klhl15	NM_001039060	4001	41	27	9	60	38	77	17	0	40	129	75	38	20	75	102	215	77
Klhl15	NM_001039061	2363	189	56	14	46	0	119	30	0	12	113	55	34	8	93	121	203	100
Klhl15	NM_153165	3188	30	27	9	49	12	77	11	0	15	125	58	36	17	65	87	169	66
Klhl17	NM_198305	3014	899	394	248	188	247	585	468	1117	341	526	280	264	258	339	440	636	340
Klhl18	NM_177771	4530	1362	1331	365	233	1354	931	828	446	156	783	512	208	92	253	376	558	338
Klhl2	NM_178633	3026	579	575	292	256	875	247	319	865	263	880	329	262	173	697	743	1172	692
Klhl20	NM_001039482	4037	1015	892	294	359	559	412	381	1054	203	524	1022	151	174	920	882	1341	885
Klhl21	NM_001033352	3895	195	113	3	7	37	0	0	161	3	195	52	54	80	66	88	116	69
Klhl22	NM_145479	2618	1114	1767	388	538	937	3027	355	224	601	925	357	344	452	390	658	919	593
Klhl23	NM_177784	4616	2440	3133	1304	1554	2646	2048	1156	2164	1145	1641	677	551	533	1347	1593	2553	1561
Klhl24	NM_029436	6683	1897	2305	539	778	2094	1752	470	276	789	2742	3161	1260	963	3192	3933	6198	3875
Klhl25	NM_001122780	3374	41	177	12	5	192	13	24	0	3	59	197	53	27	82	155	190	131
Klhl25	NM_029652	3385	41	177	12	5	192	13	24	0	3	59	197	53	27	82	155	190	131
Klhl25	NM_182782	2302	20	151	1	0	131	6	24	0	3	54	197	20	3	32	94	103	70
Klhl26	NM_001122830	2886	98	53	86	33	12	84	20	220	8	75	36	45	23	101	125	163	89
Klhl26	NM_178771	3069	98	59	86	33	12	84	22	220	15	97	45	53	23	104	130	170	89
Klhl28	NM_025707	2854	390	519	169	109	183	17	29	0	154	439	1019	179	106	348	425	692	436
Klhl29	NM_001164493	7043	664	557	140	205	331	105	107	2	89	1353	273	357	217	508	595	954	630
Klhl3	NM_001195075	2142	76	199	39	32	41	64	27	87	12	86	228	28	17	44	60	129	70
Klhl30	NM_027551	3020	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2
Klhl31	NM_172925	6257	0	0	0	0	0	0	0	0	0	40	0	0	0	1	4	1	1
Klhl32	NM_001033531	2287	78	94	47	44	2	130	74	0	159	61	40	15	45	64	86	142	88
Klhl32	NM_001163020	2386	81	94	47	44	2	130	74	0	159	61	40	15	45	68	87	146	89
Klhl33	NM_001166651	1601	0	14	6	0	0	0	0	0	0	0	0	2	0	3	3	13	4
Klhl34	NM_001081667	1935	418	78	16	22	0	0	13	9	21	22	1	7	30	25	45	74	47
Klhl35	NM_028145	1950	15	7	15	24	1	0	10	80	9	45	8	63	18	73	80	157	63
Klhl36	NM_146219	2142	38	13	11	14	0	4	1	15	40	81	0	14	5	14	35	72	39
Klhl38	NM_177755	2212	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1
Klhl4	NM_172781	3266	368	239	144	279	464	414	63	73	48	90	236	24	117	217	234	401	269
Klhl40	NM_028202	2455	4	3	6	0	0	0	0	0	1	0	0	5	0	0	3	1	3
Klhl41	NM_001081087	2538	0	0	0	0	0	0	0	0	0	0	3	0	0	6	2	19	13
Klhl42	NM_001081237	6571	992	1577	515	363	1301	546	196	373	252	286	298	183	187	699	866	1286	790
Klhl5	NM_175174	3408	179	491	191	169	174	346	240	522	240	356	233	307	232	782	926	1407	801
Klhl6	NM_183390	2405	0	0	0	0	0	0	0	0	0	0	0	0	21	25	40	67	52
Klhl7	NM_001161800	3328	2484	2312	1120	1171	1812	2153	800	607	1161	2804	2763	1269	756	3143	3855	6100	3964
Klhl7	NM_026448	3426	2539	2356	1127	1179	1828	2161	812	607	1163	2876	2796	1278	768	3163	3880	6142	3992
Klhl8	NM_178741	3163	495	943	56	116	429	587	54	347	192	261	76	72	38	252	278	510	285
Klhl9	NM_172871	4217	4954	4886	2083	2095	3227	3164	1029	2365	1920	2725	2016	1437	1097	3744	4114	6067	3616
Klk1	NM_010639	876	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0
Klk10	NM_133712	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Klk11	NM_001177373	1296	32	126	0	0	42	0	15	0	0	0	0	0	0	1	2	3	2
Klk11	NM_019974	1262	0	126	0	0	42	0	15	0	0	0	0	0	0	1	2	3	2
Klk12	NM_027097	930	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
Klk13	NM_001039042	1033	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	1
Klk14	NM_174866	753	0	0	0	4	0	0	0	0	31	0	0	0	0	0	0	0	0
Klk15	NM_174865	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b1	NM_010645	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b11	NM_010640	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b16	NM_008454	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Klk1b21	NM_010642	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b22	NM_010114	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b24	NM_010643	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b26	NM_010644	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b27	NM_020268	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b3	NM_008693	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b4	NM_010915	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Klk1b5	NM_008456	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b7-ps	NR_033120	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b8	NM_008457	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b9	NM_010116	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk4	NM_019928	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk5	NM_026806	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	NM_001164696	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	NM_001164697	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	NM_001164698	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk6	NM_011177	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk7	NM_011872	1745	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klk8	NM_008940	1322	5	3	0	1	9	9	0	0	0	19	0	1	32	1	8	12	9
Klk9	NM_028660	1475	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4
Klkb1	NM_008455	2461	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0
Klra1	NM_016659	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra10	NM_008459	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra12	NM_010646	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra13-ps	NR_033451	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra15	NM_013793	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra17	NM_133203	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Klra18	NM_053153	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra19	NM_053154	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra2	NM_001170851	1886	1	0	0	0	0	0	0	0	0	10	0	0	0	2	4	1	1
Klra2	NM_008462	1787	1	0	0	0	0	0	0	0	0	10	0	0	0	2	4	1	1
Klra21	NM_053151	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra22	NM_053152	1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra23	NM_024470	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra3	NM_010648	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra33	NM_001039118	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra4	NM_010649	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra5	NM_008463	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra6	NM_008464	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra7	NM_001110323	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra7	NM_014194	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra8	NM_001101620	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra8	NM_010650	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra9	NM_010651	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1	NM_001099918	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
Klrb1a	NM_001159902	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1a	NM_010737	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1b	NM_030599	2212	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Klrb1c	NM_001159904	2630	0	37	1	8	0	0	0	0	0	0	0	0	0	3	1	3	4
Klrb1c	NM_008527	2621	0	37	1	8	0	0	0	0	0	0	0	0	0	3	1	3	4
Klrb1f	NM_153094	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Klrb1f	NR_024262	1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Klrb1f	NR_024263	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
